Date;close;open;high;low
10/05/2018;77,47;77,44;78;76,51
11/05/2018;77,12;77,55;77,6;76,95
14/05/2018;78,23;77,05;78,53;76,55
15/05/2018;78,43;78,42;79,47;77,9
16/05/2018;79,28;78,1;79,35;77,61
17/05/2018;79,3;79,26;80,5;79,12
18/05/2018;78,51;79,46;79,87;78,33
21/05/2018;79,22;78,61;79,59;78,1
22/05/2018;79,57;79,36;80,49;79,16
23/05/2018;79,8;79,47;79,85;78,21
24/05/2018;78,79;79,65;79,78;78,57
25/05/2018;76,44;78,82;78,88;76,01
28/05/2018;75,3;76,11;76,17;74,49
29/05/2018;75,39;75,82;76,2;74,54
30/05/2018;77,5;75,37;77,73;74,81
31/05/2018;77,59;77,37;78,75;77,04
01/06/2018;76,79;77,71;77,95;76,35
04/06/2018;75,29;76,66;76,95;75,2
05/06/2018;75,38;75,4;75,74;73,81
06/06/2018;75,36;75,19;76,25;74,46
07/06/2018;77,32;75,88;77,45;75,44
08/06/2018;76,46;77,39;77,61;76,12
11/06/2018;76,46;76,3;76,84;75,52
12/06/2018;75,88;76,5;77,07;75,43
13/06/2018;76,74;75,4;76,87;75,26
14/06/2018;75,94;76,56;76,92;75,76
15/06/2018;73,44;75,98;76,06;73
18/06/2018;75,34;73,06;75,49;72,45
19/06/2018;75,08;75,24;75,55;74,45
20/06/2018;74,74;75,2;75,86;74,1
21/06/2018;73,05;74,46;74,69;72,93
22/06/2018;75,55;73,24;75,83;73,24
25/06/2018;74,73;74,8;75,13;73,74
26/06/2018;76,31;74,74;76,72;74,13
27/06/2018;77,62;76,54;78,16;76,28
28/06/2018;77,85;77,5;78,42;77,09
29/06/2018;79,44;77,79;79,7;77,45
02/07/2018;77,3;78,55;78,95;77,16
03/07/2018;77,76;77,4;78,55;76,67
04/07/2018;78,24;77,89;78,28;77,61
05/07/2018;77,39;78,14;78,5;77,3
06/07/2018;77,11;77,57;77,68;76,36
09/07/2018;78,07;77,21;78,31;77,04
10/07/2018;78,86;78,25;79,51;78,15
11/07/2018;73,4;78,78;78,83;73,04
12/07/2018;74,45;74,17;75,1;72,67
13/07/2018;75,33;74,34;75,93;73,22
16/07/2018;71,84;74,92;75,37;71,52
17/07/2018;72,16;72,01;72,78;71,35
18/07/2018;72,9;71,74;73,28;71,19
19/07/2018;72,58;73,06;73,79;71,83
20/07/2018;73,07;72,65;73,47;72,26
23/07/2018;73,06;73,22;74,5;72,52
24/07/2018;73,44;72,91;74;72,68
25/07/2018;73,93;73,7;74,6;73,07
26/07/2018;74,54;74,37;74,83;73,77
27/07/2018;74,29;74,5;74,85;73,83
30/07/2018;74,97;74,31;75,27;74,14
31/07/2018;74,25;74,93;75,1;74,14
01/08/2018;72,39;74,07;74,12;72,13
02/08/2018;73,45;72,42;73,75;71,84
03/08/2018;73,21;73,37;73,73;72,48
06/08/2018;73,75;73,21;74,47;73,08
07/08/2018;74,65;73,61;74,9;73,57
08/08/2018;72,28;74,64;74,87;71,65
09/08/2018;72,07;72,16;72,89;71,86
10/08/2018;72,81;71,97;73,14;71,4
13/08/2018;72,61;73;73,09;71,04
14/08/2018;72,46;72,82;73,93;72,16
15/08/2018;70,76;72,22;72,44;70,3
16/08/2018;71,43;70,65;71,52;70,4
17/08/2018;71,83;71,35;72,49;71,25
20/08/2018;72,21;71,77;72,75;71,42
21/08/2018;72,63;72,15;72,95;72,05
22/08/2018;74,78;72,76;75;72,7
23/08/2018;74,73;74,72;74,87;74,21
24/08/2018;75,82;74,73;76,42;74,68
27/08/2018;76,21;75,54;76,34;75,39
28/08/2018;75,95;76,34;76,97;75,73
29/08/2018;77,14;75,99;77,42;75,67
30/08/2018;77,77;77,33;78,03;77,18
31/08/2018;77,42;77,53;77,79;77
03/09/2018;78,15;77,69;78,44;77,3
04/09/2018;78,17;78,19;79,72;77,44
05/09/2018;77,27;77,82;78,09;76,91
06/09/2018;76,5;77,02;77,77;75,64
07/09/2018;76,83;76,69;77,1;75,88
10/09/2018;77,37;77,08;77,92;76,9
11/09/2018;79,06;77,38;79,54;77,36
12/09/2018;79,74;79,42;80,13;78,75
13/09/2018;78,18;79,6;79,71;77,87
14/09/2018;78,09;78,45;78,94;77,37
17/09/2018;78,05;78,07;78,9;77,73
18/09/2018;79,03;77,78;79,73;77,46
19/09/2018;79,4;78,97;79,5;78,51
20/09/2018;78,7;79,44;79,83;78,51
21/09/2018;78,8;78,67;80,12;78,23
24/09/2018;81,2;78,97;81,48;78,97
25/09/2018;81,87;81,35;82,55;81,17
26/09/2018;81,34;81,45;82,22;81,1
27/09/2018;81,72;81,8;82,44;81,32
28/09/2018;82,72;81,63;82,87;81,6
01/10/2018;84,98;82,79;85,45;82,55
02/10/2018;84,8;84,95;85,38;84,31
03/10/2018;86,29;84,79;86,74;84,01
04/10/2018;84,58;85,99;86,43;84,14
05/10/2018;84,16;84,89;85,12;83,92
08/10/2018;83,91;84,17;84,31;82,66
09/10/2018;85;83,91;85,45;83,73
10/10/2018;83,09;84,98;85,17;82,26
11/10/2018;80,26;82,47;82,63;79,8
12/10/2018;80,43;80,28;81,48;79,23
15/10/2018;80,78;81;81,92;79,85
16/10/2018;81,41;80,88;81,75;79,8
17/10/2018;80,05;81,74;81,85;79,17
18/10/2018;79,29;80,23;80,31;78,69
19/10/2018;79,78;79,44;80,88;79,22
22/10/2018;79,83;80,11;80,41;78,99
23/10/2018;76,44;80,04;80,12;75,88
24/10/2018;76,17;76,35;77,57;75,11
25/10/2018;76,89;75,67;77,08;75,35
26/10/2018;77,62;76,6;77,91;75,77
29/10/2018;77,34;77,64;78,03;76,55
30/10/2018;75,91;76,82;77,32;75,09
31/10/2018;75,47;76,28;76,92;75,42
01/11/2018;72,89;74,69;74,99;72,56
02/11/2018;72,83;72,75;73,5;72,16
05/11/2018;73,17;72,85;74,13;72,26
06/11/2018;72,13;72,85;73,28;71,18
07/11/2018;72,07;71,66;73,55;71,36
08/11/2018;70,65;72,1;73,08;70,56
09/11/2018;70,18;70,87;70,99;69,13
12/11/2018;70,12;70,69;71,88;68,87
13/11/2018;65,47;69,13;69,68;64,61
14/11/2018;66,12;65,62;67,63;65,02
15/11/2018;66,62;66,12;67,42;65,77
16/11/2018;66,76;66,68;68,38;66,06
19/11/2018;66,79;66,99;67,64;65,27
20/11/2018;62,53;66,9;66,9;61,71
21/11/2018;63,48;62,6;64,48;62,56
22/11/2018;62,6;63,6;63,81;62,27
23/11/2018;58,8;62,58;62,79;58,41
26/11/2018;60,48;58,98;61,13;58,6
27/11/2018;60,21;60,39;61,4;58,92
28/11/2018;58,76;60,63;61,27;58,55
29/11/2018;59,51;59,12;60,37;57,5
30/11/2018;58,71;59,28;59,93;58,25
03/12/2018;61,69;59,98;62,6;59,85
04/12/2018;62,08;61,9;63,58;61,24
05/12/2018;61,56;61,35;63,29;60,8
06/12/2018;60,06;61,36;61,97;58,36
07/12/2018;61,67;60,25;63,73;59,1
10/12/2018;59,97;61,34;62,33;59,61
11/12/2018;60,2;59,91;61,1;59,58
12/12/2018;60,15;60,67;61,43;59,98
13/12/2018;61,45;60,29;62,02;59,33
14/12/2018;60,28;61,53;61,58;59,92
17/12/2018;59,61;60,25;61,21;58,64
18/12/2018;56,26;59;59,24;55,89
19/12/2018;57,24;56,51;58,11;56,04
20/12/2018;54,35;56,49;56,75;54,28
21/12/2018;53,82;54,97;55,33;52,79
24/12/2018;50,47;53,49;54,66;50,36
26/12/2018;54,47;50,84;55,29;49,93
27/12/2018;52,16;54,65;54,67;51,94
28/12/2018;52,2;53,44;53,8;51,6
31/12/2018;53,8;53;54,82;52,66
02/01/2019;54,91;54,12;56,56;52,51
03/01/2019;55,95;54,29;56,3;53,93
04/01/2019;57,06;55,67;58,31;55,34
07/01/2019;57,33;57,41;58,93;57,26
08/01/2019;58,72;57,64;58,87;57,13
09/01/2019;61,44;59,15;61,69;59,05
10/01/2019;61,68;61,15;61,91;60,44
11/01/2019;60,48;61,19;62,49;60,08
14/01/2019;58,99;60,62;61,04;58,9
15/01/2019;60,64;59,36;60,86;59,11
16/01/2019;61,32;60,42;61,45;60,03
17/01/2019;61,18;61,05;61,54;60,04
18/01/2019;62,7;61,33;63;61,32
21/01/2019;62,74;62,74;63,15;62,25
22/01/2019;61,5;62,59;62,71;60,57
23/01/2019;61,14;61,37;62,33;60,21
24/01/2019;61,09;61,02;61,51;60,41
25/01/2019;61,64;61,13;61,92;60,7
28/01/2019;59,93;61,49;61,69;59,49
29/01/2019;61,32;59,87;61,79;59,75
30/01/2019;61,65;61,26;62,67;61,04
31/01/2019;61,89;61,97;62,32;61,57
01/02/2019;62,75;61,06;62,97;60,46
04/02/2019;62,51;62,83;63,63;61,28
05/02/2019;61,98;62,64;63,02;61,72
06/02/2019;62,69;62,06;62,8;61,05
07/02/2019;61,63;62,5;62,91;60,6
08/02/2019;62,1;61,66;62,36;61,04
11/02/2019;61,51;62,11;62,34;60,9
12/02/2019;62,42;61,59;63,34;61,59
13/02/2019;63,61;62,7;63,98;62,69
14/02/2019;64,57;63,69;64,81;63,25
15/02/2019;66,25;64,86;66,39;64,42
18/02/2019;66,5;66,39;66,83;65,9
19/02/2019;66,45;66,44;66,65;65,58
20/02/2019;67,08;66,3;67,38;65,63
21/02/2019;67,07;67,05;67,31;66,69
22/02/2019;67,12;66,96;67,73;66,87
25/02/2019;64,76;66,97;67,47;64,54
26/02/2019;65,21;64,79;65,74;64,32
27/02/2019;66,39;65,64;66,7;65,27
28/02/2019;66,03;66,38;66,38;65,67
01/03/2019;65,07;66,48;67,14;64,59
04/03/2019;65,67;64,97;66,34;64,93
05/03/2019;65,86;65,46;66,23;65,04
06/03/2019;65,99;65,49;66,18;65,22
07/03/2019;66,3;65,88;67;65,75
08/03/2019;65,74;66,08;66,09;64,02
11/03/2019;66,58;65,76;66,75;65,63
12/03/2019;66,67;66,7;67,39;66,34
13/03/2019;67,55;66,91;67,76;66,7
14/03/2019;67,23;67,65;68,14;67,03
15/03/2019;67,16;67,18;67,71;66,13
18/03/2019;67,54;67,14;67,69;66,69
19/03/2019;67,61;67,49;68,2;67,13
20/03/2019;68,5;67,66;68,57;67,19
21/03/2019;67,86;68,38;68,69;67,59
22/03/2019;67,03;67,76;67,98;66,2
25/03/2019;67,21;67;67,65;66,36
26/03/2019;67,97;67,36;68,23;67,24
27/03/2019;67,83;67,9;68,35;67,19
28/03/2019;67,82;67,75;68;66,54
29/03/2019;68,39;68,01;68,89;67,81
01/04/2019;69,01;67,58;69,22;67,58
02/04/2019;69,37;69,22;69,58;68,69
03/04/2019;69,31;69,47;69,96;68,8
04/04/2019;69,4;69,44;70,03;68,87
05/04/2019;70,34;69,13;70,48;68,92
08/04/2019;71,1;70,56;71,19;70,43
09/04/2019;70,61;71,19;71,34;70,3
10/04/2019;71,73;70,82;71,78;70,57
11/04/2019;70,83;71,56;71,68;70,57
12/04/2019;71,55;70,95;71,87;70,9
15/04/2019;71,18;71,55;71,6;70,78
16/04/2019;71,72;71,21;71,95;70,74
17/04/2019;71,62;71,83;72,27;71,45
18/04/2019;71,97;71,63;72,04;71,2
22/04/2019;74,04;71,93;74,52;71,86
23/04/2019;74,51;74,38;74,73;73,99
24/04/2019;74,57;74,27;74,73;74,02
25/04/2019;74,35;74,46;75,6;74
26/04/2019;72,15;74,2;74,42;71,3
29/04/2019;72,04;71,56;72,5;71,06
30/04/2019;72,8;71,94;73,27;71,73
01/05/2019;72,18;71,73;72,36;71,3
02/05/2019;70,75;72;72,22;69,68
03/05/2019;70,85;70,48;71,54;69,95
06/05/2019;71,24;70,59;71,79;68,79
07/05/2019;69,88;71,15;71,33;69,38
08/05/2019;70,37;69,88;70,7;69,33
09/05/2019;70,39;70,23;70,65;69,4
10/05/2019;70,62;70,45;71,23;70,18
13/05/2019;70,23;70,83;72,58;69,72
14/05/2019;71,24;70,02;71,65;69,93
15/05/2019;71,77;70,9;72,25;70,42
16/05/2019;72,62;72,05;73,36;71,82
17/05/2019;72,21;72,82;73,23;71,79
20/05/2019;71,97;72,5;73,4;71,6
21/05/2019;72,18;72,15;72,52;71,63
22/05/2019;70,99;71,91;72,04;70,42
23/05/2019;67,76;70,86;70,97;67,02
24/05/2019;68,69;67,99;69,3;67,33
27/05/2019;70,11;69,15;70,23;68,53
28/05/2019;70,11;69,99;70,59;69,58
29/05/2019;69,45;70,1;70,1;68,08
30/05/2019;66,87;69,68;69,96;66,31
31/05/2019;64,49;66,24;66,28;64,37
03/06/2019;61,28;61,64;62,84;60,55
04/06/2019;61,97;61;62,12;60,21
05/06/2019;60,63;61,58;62,27;59,45
06/06/2019;61,67;60,4;62,43;60,22
07/06/2019;63,29;62,4;63,59;61,77
10/06/2019;62,29;63,58;64,1;62,05
11/06/2019;62,29;62,3;62,87;62,01
12/06/2019;59,97;61,79;61,85;59,57
13/06/2019;61,31;59,94;62,64;59,78
14/06/2019;62,01;61,25;62,57;60,74
17/06/2019;60,94;62,07;62,37;60,74
18/06/2019;62,14;60,93;62,84;60,25
19/06/2019;61,82;62,4;62,55;61,4
20/06/2019;64,45;62,45;64,82;62,4
21/06/2019;65,2;64,86;65,76;64
24/06/2019;64,86;65,5;65,79;64,08
25/06/2019;65,05;64,89;65,98;64,17
26/06/2019;66,49;65,8;66,85;65,6
27/06/2019;66,55;66,05;66,82;65,63
28/06/2019;66,55;66,51;66,84;66,08
01/07/2019;65,06;65,05;66,75;64,22
02/07/2019;62,4;64,8;65,51;62,22
03/07/2019;63,82;62,9;64,01;62,09
04/07/2019;63,3;63,88;64,07;62,95
05/07/2019;64,23;63,27;64,52;62,91
08/07/2019;64,11;64,34;65,14;63,79
09/07/2019;64,16;63,81;64,75;63,76
10/07/2019;67,01;64,78;67,12;64,63
11/07/2019;66,52;66,81;67,65;66,43
12/07/2019;66,72;66,83;67,29;66,51
15/07/2019;66,48;66,87;67,47;66,11
16/07/2019;64,35;66,31;67,09;63,82
17/07/2019;63,66;64,44;65,28;63,22
18/07/2019;61,93;63,52;64,46;61,29
19/07/2019;62,47;62,5;63,37;61,83
22/07/2019;63,26;63,05;64,03;62,77
23/07/2019;63,83;63,26;64,46;62,66
24/07/2019;63,18;64,13;64,66;62,59
25/07/2019;63,39;63,21;64,23;63,01
26/07/2019;63,46;63,28;63,96;63,01
29/07/2019;63,71;63,32;63,9;62,92
30/07/2019;64,72;63,91;65,14;63,9
31/07/2019;65,17;64,95;65,42;64,95
01/08/2019;60,5;64,09;64,54;60,02
02/08/2019;61,89;61,16;62,95;60,98
05/08/2019;59,81;61,46;61,56;59,66
06/08/2019;58,94;59,56;60,56;58,55
07/08/2019;56,23;58,68;59,23;55,88
08/08/2019;57,38;57,48;58,01;56,77
09/08/2019;58,53;57,74;59,1;57,11
12/08/2019;58,57;58,3;58,88;57,88
13/08/2019;61,3;58,47;61,5;58
14/08/2019;59,48;61,07;61,08;58,21
15/08/2019;58,23;59,07;59,42;57,67
16/08/2019;58,64;#N/D;#N/D;#N/D
19/08/2019;59,74;58,72;59,92;58,64
20/08/2019;60,03;59,68;60,32;58,95
21/08/2019;60,3;60,11;61,41;60,07
22/08/2019;59,92;60,43;60,89;59,47
23/08/2019;59,34;#N/D;#N/D;#N/D
26/08/2019;58,7;58,35;60,17;58,24
27/08/2019;59,51;58,8;60,17;58,51
28/08/2019;60,49;60,04;61;59,8
29/08/2019;61,08;60,48;61,19;59,98
30/08/2019;60,43;60,98;61,17;60,25
02/09/2019;58,66;58,8;59,26;58,1
03/09/2019;58,26;58,54;58,87;57,23
04/09/2019;60,7;58,17;60,96;58,13
05/09/2019;60,95;60,49;62,4;60,25
06/09/2019;61,54;60,81;61,88;59,4
09/09/2019;62,59;61,6;63;61,57
10/09/2019;62,38;62,82;63,78;62,17
11/09/2019;60,81;62,88;63,27;60,52
12/09/2019;60,38;61,16;61,39;58,92
13/09/2019;60,22;60,45;60,81;59,6
16/09/2019;69,02;66,45;71,95;64,75
17/09/2019;64,55;68,15;69,26;63,55
18/09/2019;63,6;64,23;64,99;63,04
19/09/2019;64,4;63,51;65,57;63,46
20/09/2019;64,28;65;65,28;64,05
23/09/2019;64,77;65,23;65,5;63,53
24/09/2019;63,1;64,4;64,6;62,3
25/09/2019;62,39;62,44;62,81;61,23
26/09/2019;62,74;62,58;62,92;61,45
27/09/2019;61,91;62,48;62,75;60,76
30/09/2019;60,78;62,24;62,24;60,73
01/10/2019;58,89;59,38;60,1;58,41
02/10/2019;57,69;59,25;59,5;57,22
03/10/2019;57,71;57,54;57,99;56,15
04/10/2019;58,37;57,69;58,96;57,67
07/10/2019;58,35;58,02;59,68;58,02
08/10/2019;58,24;58,47;58,92;57,38
09/10/2019;58,32;58,02;59,35;57,91
10/10/2019;59,1;58,04;59,6;57,8
11/10/2019;60,51;59,53;60,69;59,21
14/10/2019;59,35;60,69;60,73;58,5
15/10/2019;58,74;59,3;59,68;58
16/10/2019;59,42;58,9;59,75;58,36
17/10/2019;59,91;58,99;60,04;58,69
18/10/2019;59,42;59,78;60,29;59,01
21/10/2019;58,96;59,23;59,55;58,26
22/10/2019;59,7;59,05;60,26;58,75
23/10/2019;61,17;59,48;61,3;58,85
24/10/2019;61,67;60,99;61,9;60,64
25/10/2019;62,02;61,5;62,11;60,93
28/10/2019;61,57;62,04;62,34;61,19
29/10/2019;61,59;61,61;61,98;60,66
30/10/2019;60,61;61,6;61,93;60,45
31/10/2019;60,23;60,57;61,13;60,07
01/11/2019;61,69;59,45;61,82;59,4
04/11/2019;62,13;61,8;62,78;61,28
05/11/2019;62,96;62,04;63,19;61,85
06/11/2019;61,74;62,78;63,32;61,59
07/11/2019;62,29;61,73;62,89;61,65
08/11/2019;62,51;62,29;62,7;60,66
11/11/2019;62,18;62,6;62,76;61,57
12/11/2019;62,06;62,11;62,85;61,82
13/11/2019;62,37;61,85;62,74;61,22
14/11/2019;62,28;62,61;63,21;62,15
15/11/2019;63,3;62,47;63,65;61,7
18/11/2019;62,44;63,36;63,57;61,94
19/11/2019;60,91;62,28;62,57;60,7
20/11/2019;62,4;60,94;62,8;60,3
21/11/2019;63,97;62,22;64,03;61,92
22/11/2019;63,39;63,62;64,27;62,98
25/11/2019;63,65;63,6;63,8;62,97
26/11/2019;64,27;63,7;64,32;63,44
27/11/2019;64,06;64,02;64,6;63,51
28/11/2019;63,87;63,91;64;63,19
29/11/2019;62,43;63,77;63,86;62,36
02/12/2019;60,92;60,73;62,09;60,72
03/12/2019;60,82;61,05;61,58;60,3
04/12/2019;63;61,08;63,51;61
05/12/2019;63,39;62,97;63,91;62,75
06/12/2019;64,39;63,41;64,88;62,83
09/12/2019;64,25;64,29;64,5;63,61
10/12/2019;64,34;64,03;64,69;63,78
11/12/2019;63,72;64;64,26;63,01
12/12/2019;64,2;63,9;64,85;63,87
13/12/2019;65,22;64,56;65,79;64,5
16/12/2019;65,34;65,05;65,66;64,88
17/12/2019;66,1;65,31;66,24;65,12
18/12/2019;66,17;65,84;66,43;65,56
19/12/2019;66,54;66,19;66,78;66,03
20/12/2019;66,14;66,56;66,72;65,7
23/12/2019;66,39;66,15;66,62;65,81
24/12/2019;67,2;66,44;67,26;66,36
26/12/2019;67,92;67,27;67,99;67,22
27/12/2019;68,16;67,91;68,33;67,57
30/12/2019;68,44;68,2;68,99;68,16
31/12/2019;66;66,65;66,93;65,63
02/01/2020;66,25;66,41;66,58;65,72
03/01/2020;68,6;66,28;69,5;66,22
06/01/2020;68,91;69,35;70,74;68,21
07/01/2020;68,27;68,63;68,75;67,65
08/01/2020;65,44;71,22;71,75;64,94
09/01/2020;65,37;66;66,1;64,56
10/01/2020;64,98;65,29;65,66;64,86
13/01/2020;64,2;65,13;65,27;63,92
14/01/2020;64,49;64,29;65,05;63,92
15/01/2020;64;64,44;64,6;63,55
16/01/2020;64,62;64,26;64,97;63,9
17/01/2020;64,85;64,69;65,6;64,48
20/01/2020;65,2;65,98;66;64,92
21/01/2020;64,59;65,26;65,35;64,06
22/01/2020;63,21;64,57;64,58;62,62
23/01/2020;62,04;62,68;62,69;61,25
24/01/2020;60,69;62,01;62,46;60,25
27/01/2020;59,32;60,23;60,49;58,5
28/01/2020;59,51;59,03;60,12;58,5
29/01/2020;59,81;59,86;60,62;59,26
30/01/2020;58,29;59,6;59,65;57,71
31/01/2020;58,16;59,3;59,45;57,94
03/02/2020;54,45;56,16;56,77;54,08
04/02/2020;53,96;54,33;55,65;53,69
05/02/2020;55,28;54,05;56,46;54,05
06/02/2020;54,93;55,56;56,58;54,25
07/02/2020;54,47;55,14;55,4;54,21
10/02/2020;53,27;54,2;54,71;53,11
11/02/2020;54,01;53,62;54,69;53,6
12/02/2020;55,79;54,41;56,36;54,39
13/02/2020;56,34;55,75;56,83;54,96
14/02/2020;57,32;56,41;57,53;56,15
17/02/2020;57,67;57,29;57,7;56,83
18/02/2020;57,75;57,35;57,83;56,3
19/02/2020;59,12;57,6;59,4;57,51
20/02/2020;59,31;59,31;60;58,9
21/02/2020;58,5;59;59,25;57,73
24/02/2020;56,3;57,85;57,86;55,13
25/02/2020;54,95;56,46;56,98;54,62
26/02/2020;53,43;55,13;55,45;53,03
27/02/2020;52,18;53,18;53,25;50,97
28/02/2020;50,52;51,42;51,52;50,05
02/03/2020;51,9;48,95;53,2;48,4
03/03/2020;51,86;53,47;53,9;51,22
04/03/2020;51,13;52,11;53,03;51,04
05/03/2020;49,99;51,66;52,04;49,7
06/03/2020;45,27;50,25;50,45;45,18
09/03/2020;34,36;38,28;38,34;31,02
10/03/2020;37,22;35,84;38,22;35
11/03/2020;35,79;37,27;39,7;35,35
12/03/2020;33,22;35,99;36,46;32,5
13/03/2020;33,85;32,85;36,15;32,5
16/03/2020;30,05;35,82;35,84;29,45
17/03/2020;28,73;30,14;31,25;28,5
18/03/2020;24,88;28,4;29,21;24,52
19/03/2020;28,47;27,19;29,42;24,96
20/03/2020;26,98;28,1;30,94;26,81
23/03/2020;27,03;26,75;27,54;24,68
24/03/2020;27,15;27,72;28,65;26,69
25/03/2020;27,39;27,8;28,29;25,68
26/03/2020;26,34;27,35;27,75;26,03
27/03/2020;24,93;26,68;27;24,13
30/03/2020;22,76;23,85;24,44;21,65
31/03/2020;22,74;23;23,87;22,59
01/04/2020;24,74;25,99;26,28;24,52
02/04/2020;29,94;25,61;36,29;25,45
03/04/2020;34,11;29,89;35;28,25
06/04/2020;33,05;31,76;34,24;30,03
07/04/2020;31,87;33,66;34,18;31,74
08/04/2020;32,84;32,63;33,87;31,54
09/04/2020;31,48;33,82;36,4;31,18
13/04/2020;31,74;33,99;33,99;30,63
14/04/2020;29,6;32,25;32,32;29,38
15/04/2020;27,69;30,26;30,33;27,16
16/04/2020;27,82;28,05;29;27,2
17/04/2020;28,08;28,66;28,93;27,58
20/04/2020;25,57;28,05;28,25;25,37
21/04/2020;19,33;26,33;26,5;17,51
22/04/2020;20,37;20,23;22,45;15,98
23/04/2020;21,33;20,89;23,22;20,07
24/04/2020;21,44;21,93;22,7;20,5
27/04/2020;19,99;21,55;21,91;19,11
28/04/2020;20,46;19,9;21,29;18,73
29/04/2020;22,54;20,66;23,88;20,53
30/04/2020;25,27;22,87;25,76;22,87
01/05/2020;26,44;26,95;27,88;25,76
04/05/2020;27,2;26,1;28,08;25,5
05/05/2020;30,97;28,1;32,06;27,77
06/05/2020;29,72;32,27;32,27;28,66
07/05/2020;29,46;29,64;31,84;29,08
08/05/2020;30,97;29,6;31,14;29,43
11/05/2020;29,63;30,7;31,47;29,35
12/05/2020;29,98;30,07;30,7;29,35
13/05/2020;29,19;29,35;30,55;28,86
14/05/2020;31,13;29,52;31,55;28,88
15/05/2020;32,5;31,52;32,91;30,94
18/05/2020;34,81;32,78;35,72;32,69
19/05/2020;34,65;35,66;35,76;34,2
20/05/2020;35,75;34,45;36,46;34,38
21/05/2020;36,06;35,82;36,98;35,75
22/05/2020;35,13;36,18;36,23;33,54
25/05/2020;35,53;34,98;35,97;34,46
26/05/2020;36,17;35,66;36,68;35,26
27/05/2020;34,74;35,93;36,16;33,98
28/05/2020;35,29;33,92;35,95;33,62
29/05/2020;35,33;35,15;35,37;34,06
01/06/2020;38,32;37,56;38,68;37,18
02/06/2020;39,57;38,34;39,75;38,26
03/06/2020;39,79;39,75;40,53;38,76
04/06/2020;39,99;39,6;40,1;39,04
05/06/2020;42,3;39,84;42,48;39,72
08/06/2020;40,8;42,4;43,41;40,68
09/06/2020;41,18;41,1;41,45;39,85
10/06/2020;41,73;40,72;41,99;40,14
11/06/2020;38,55;40,95;41,01;37,82
12/06/2020;38,73;37,88;39,45;37,01
15/06/2020;39,72;38,8;39,9;37,24
16/06/2020;40,96;39,94;41,65;38,95
17/06/2020;40,71;40,61;41,46;40,03
18/06/2020;41,51;40,43;41,64;40,06
19/06/2020;42,19;41,72;42,92;41,03
22/06/2020;43,08;41,74;43,18;41,58
23/06/2020;42,63;43,21;43,93;42,21
24/06/2020;40,31;42,45;42,89;39,63
25/06/2020;41,05;40,35;41,64;39,47
26/06/2020;41,02;41,44;41,81;40,29
29/06/2020;41,71;40,56;41,95;40,04
30/06/2020;41,15;41,33;41,62;40,9
01/07/2020;42,03;41,58;42,62;41,03
02/07/2020;43,14;41,84;43,23;41,73
03/07/2020;42,8;42,76;42,99;42,32
06/07/2020;43,1;42,79;43,71;42,74
07/07/2020;43,08;43,13;43,45;42,46
08/07/2020;43,29;42,81;43,47;42,75
09/07/2020;42,35;43,3;43,5;41,94
10/07/2020;43,24;42,36;43,42;41,32
13/07/2020;42,72;43,12;43,34;42,14
14/07/2020;42,9;42,24;43,22;41,8
15/07/2020;43,79;43,07;43,85;42,7
16/07/2020;43,37;43,71;43,8;43,14
17/07/2020;43,14;43,4;43,45;42,64
20/07/2020;43,28;43,08;43,45;42,36
21/07/2020;44,32;43,17;44,89;43,16
22/07/2020;44,29;44,03;44,4;43,62
23/07/2020;43,31;44,1;44,77;43,13
24/07/2020;43,34;43,27;43,9;42,79
27/07/2020;43,41;43,35;43,77;42,39
28/07/2020;43,22;43,55;43,84;43
29/07/2020;43,75;43,31;43,95;43,2
30/07/2020;42,94;43,73;43,8;41,38
31/07/2020;43,3;43,29;43,44;43,05
03/08/2020;44,15;43,53;44,46;42,89
04/08/2020;44,43;43,84;44,82;43,24
05/08/2020;45,17;44,28;46,23;44,24
06/08/2020;45,09;45,32;45,71;44,85
07/08/2020;44,4;45,15;45,3;44,27
10/08/2020;44,99;44,66;45,26;44,37
11/08/2020;44,5;45,05;45,79;44,39
12/08/2020;45,43;44,62;45,63;44,49
13/08/2020;44,96;45,32;45,58;44,82
14/08/2020;44,8;45,29;45,29;44,47
17/08/2020;45,37;44,86;45,41;44,53
18/08/2020;45,46;45,27;45,55;44,76
19/08/2020;45,37;45,17;45,48;44,81
20/08/2020;44,9;45,14;45,18;44,02
21/08/2020;44,35;45,03;45,08;43,59
24/08/2020;45,13;44,5;45,18;44,29
25/08/2020;45,86;45,12;46,07;45,08
26/08/2020;45,64;45,97;46,1;45,54
27/08/2020;45,09;45,7;45,87;44,56
28/08/2020;45,05;45,1;45,3;44,8
31/08/2020;45,28;45,8;46,53;45,21
01/09/2020;45,58;45,6;46,22;45,47
02/09/2020;44,43;45,83;46,05;44,2
03/09/2020;44,07;44,65;44,65;43,15
04/09/2020;42,66;43,76;44,54;42,3
07/09/2020;42,01;42,2;42,43;41,51
08/09/2020;39,78;42,08;42,23;39,31
09/09/2020;40,79;39,65;41,2;39,37
10/09/2020;40,06;40,58;40,96;39,71
11/09/2020;39,83;39,96;40,34;39,38
14/09/2020;39,61;39,78;40,09;39,3
15/09/2020;40,53;39,7;40,82;39,39
16/09/2020;42,22;40,72;42,44;40,59
17/09/2020;43,3;42,32;43,5;41,5
18/09/2020;43,15;43,22;43,8;42,53
